link,title,num,letter,hydrogel,sentence,figure,SEM
https://pubs.acs.org/doi/10.1021/acsabm.8b00348,All-Biomass Fluorescent Hydrogels Based on Biomass Carbon Dots and Alginate/Nanocellulose for Biosensing,Figure 5,c,ALg+CQDs-2," ALg+CQDs-2 hydrogels, ","=HYPERLINK(""sem/10.1021_acsabm.8b00348\mt-2018-00348j_0005.jpeg"",""sem/10.1021_acsabm.8b00348\mt-2018-00348j_0005.jpeg"")","=HYPERLINK(""sem/10.1021_acsabm.8b00348\SEM"",""sem/10.1021_acsabm.8b00348\SEM"")"
https://pubs.acs.org/doi/10.1021/acsabm.8b00348,All-Biomass Fluorescent Hydrogels Based on Biomass Carbon Dots and Alginate/Nanocellulose for Biosensing,Figure 5,d,ALg+CQDs-3," ALg+CQDs-3 hydrogels, and e–h CQDs-CNF hydrogels Mag = 150×.","=HYPERLINK(""sem/10.1021_acsabm.8b00348\mt-2018-00348j_0005.jpeg"",""sem/10.1021_acsabm.8b00348\mt-2018-00348j_0005.jpeg"")","=HYPERLINK(""sem/10.1021_acsabm.8b00348\SEM"",""sem/10.1021_acsabm.8b00348\SEM"")"
https://pubs.acs.org/doi/10.1021/acsomega.1c00824,Nanoindentation for Monitoring the Time-Variant Mechanical Strength of Drug-Loaded Collagen Hydrogel Regulated by Hydroxyapatite Nanoparticles,Figure 2,The schematic illustration inserted in the SEM image showed the approximate conformational structure of each HAP/Col hydrogel composed of collagen fibers black,HAPs, and HAPs white.,"=HYPERLINK(""sem/10.1021_acsomega.1c00824\ao1c00824_0003.jpeg"",""sem/10.1021_acsomega.1c00824\ao1c00824_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsomega.1c00824\SEM"",""sem/10.1021_acsomega.1c00824\SEM"")"
https://pubs.acs.org/doi/10.1021/acsomega.1c00824,Nanoindentation for Monitoring the Time-Variant Mechanical Strength of Drug-Loaded Collagen Hydrogel Regulated by Hydroxyapatite Nanoparticles,S1.,a,HAPs HAP/Col, SEM image   showed the morphology of HAPs adapted to fabricate the HAP/Col hydrogels.,"=HYPERLINK(""sem/10.1021_acsomega.1c00824\supp_1.jpg"",""sem/10.1021_acsomega.1c00824\supp_1.jpg"")","=HYPERLINK(""sem/10.1021_acsomega.1c00824\SEM"",""sem/10.1021_acsomega.1c00824\SEM"")"
https://pubs.acs.org/doi/10.1021/acsmaterialslett.1c00203,Bioinspired Conductive Hydrogel with Ultrahigh Toughness and Stable Antiswelling Properties for Articular Cartilage Replacement,"
S2

1 Materials

Polyvinyl alcohol (PVA, degree of hydrolysis: 99%, Mn: 77000) and sodium phytate were 

supplied by Sinopharm Chemical Reagent Co., Ltd.","A field emission Scanning 

Electron Microscope SEM",QUANTA 200 FEI, on a QUANTA 200 microscope FEI was employed to observe the   morphology of the freeze-dried hydrogels under an acceleration voltage of 10 kV.,"=HYPERLINK(""sem/10.1021_acsmaterialslett.1c00203\supp_1.jpg"",""sem/10.1021_acsmaterialslett.1c00203\supp_1.jpg"")","=HYPERLINK(""sem/10.1021_acsmaterialslett.1c00203\SEM"",""sem/10.1021_acsmaterialslett.1c00203\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.6b08292,"Injectable, Biomolecule-Responsive Polypeptide Hydrogels for Cell Encapsulation and Facile Cell Recovery through Triggered Degradation",Figure 4,B,PLG-g-CPA, SEM images of the PLG-g-CPA ,"=HYPERLINK(""sem/10.1021_acsami.6b08292\am-2016-082923_0004.jpeg"",""sem/10.1021_acsami.6b08292\am-2016-082923_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.6b08292\SEM"",""sem/10.1021_acsami.6b08292\SEM"")"
https://pubs.acs.org/doi/10.1021/acsmacrolett.6b00674,Articular Cartilage Inspired Bilayer Tough Hydrogel Prepared by Interfacial Modulated Polymerization Showing Excellent Combination of High Load-Bearing and Low Friction Performance,Figure 3,b,PDMS PDMS, obtained from a soft PDMS contact pair inset picture are the average friction coefficient calculated from different cycles area of curve a and the photo image of the soft PDMS contact pair; the SEM images of fresh lubricious surface ,"=HYPERLINK(""sem/10.1021_acsmacrolett.6b00674\mz-2016-006742_0004.jpeg"",""sem/10.1021_acsmacrolett.6b00674\mz-2016-006742_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsmacrolett.6b00674\SEM"",""sem/10.1021_acsmacrolett.6b00674\SEM"")"
https://pubs.acs.org/doi/10.1021/acsmacrolett.6b00674,Articular Cartilage Inspired Bilayer Tough Hydrogel Prepared by Interfacial Modulated Polymerization Showing Excellent Combination of High Load-Bearing and Low Friction Performance,Figure 3,d,PDMS, and PDMS contact pair ,"=HYPERLINK(""sem/10.1021_acsmacrolett.6b00674\mz-2016-006742_0004.jpeg"",""sem/10.1021_acsmacrolett.6b00674\mz-2016-006742_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsmacrolett.6b00674\SEM"",""sem/10.1021_acsmacrolett.6b00674\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.7b09923,Integration of a Genetically Encoded Calcium Molecular Sensor into Photopolymerizable Hydrogels for Micro-Optrode-Based Sensing,Figure 4,b,"PEG500DA,"," PEG500DA, ","=HYPERLINK(""sem/10.1021_acsami.7b09923\am-2017-09923u_0004.jpeg"",""sem/10.1021_acsami.7b09923\am-2017-09923u_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.7b09923\SEM"",""sem/10.1021_acsami.7b09923\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.7b09923,Integration of a Genetically Encoded Calcium Molecular Sensor into Photopolymerizable Hydrogels for Micro-Optrode-Based Sensing,Figure 4,c,"PEG740DA,"," PEG740DA, ","=HYPERLINK(""sem/10.1021_acsami.7b09923\am-2017-09923u_0004.jpeg"",""sem/10.1021_acsami.7b09923\am-2017-09923u_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.7b09923\SEM"",""sem/10.1021_acsami.7b09923\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.7b09923,Integration of a Genetically Encoded Calcium Molecular Sensor into Photopolymerizable Hydrogels for Micro-Optrode-Based Sensing,Figure 4,d,PEG3400DA, PEG3400DA showed similar trend with estimated structural properties of bulk hydrogel samples scale bars: 5 μm.,"=HYPERLINK(""sem/10.1021_acsami.7b09923\am-2017-09923u_0004.jpeg"",""sem/10.1021_acsami.7b09923\am-2017-09923u_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.7b09923\SEM"",""sem/10.1021_acsami.7b09923\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.biomac.7b00057,Supramolecular Hydrogel Formation in a Series of Self-Assembling Lipopeptides with Varying Lipid Chain Length,Figure 10,c,3., 3.,"=HYPERLINK(""sem/10.1021_acs.biomac.7b00057\bm-2017-00057u_0011.jpeg"",""sem/10.1021_acs.biomac.7b00057\bm-2017-00057u_0011.jpeg"")","=HYPERLINK(""sem/10.1021_acs.biomac.7b00057\SEM"",""sem/10.1021_acs.biomac.7b00057\SEM"")"
https://pubs.acs.org/doi/10.1021/acsmacrolett.8b00434,Bioinspired Self-Healing Hydrogel Based on Benzoxaborole-Catechol Dynamic Covalent Chemistry for 3D Cell Encapsulation,Figure 3,B,1," storage modulus data G′ at γ = 1%, ω = 1 Hz, and ","=HYPERLINK(""sem/10.1021_acsmacrolett.8b00434\mz-2018-00434k_0003.jpeg"",""sem/10.1021_acsmacrolett.8b00434\mz-2018-00434k_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsmacrolett.8b00434\SEM"",""sem/10.1021_acsmacrolett.8b00434\SEM"")"
https://pubs.acs.org/doi/10.1021/acsabm.1c00525,Harnessing Fe(III)–Carboxylate Photochemistry for Radical-Initiated Polymerization in Hydrogels,Figure 2,b,FeIII, Photo of the FeIII pectin/agarose hydrogel disk placed in MMA and irradiated with 405 nm light-emitting diode LED 50 mW cm–2 for 2 h. ,"=HYPERLINK(""sem/10.1021_acsabm.1c00525\mt1c00525_0003.jpeg"",""sem/10.1021_acsabm.1c00525\mt1c00525_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsabm.1c00525\SEM"",""sem/10.1021_acsabm.1c00525\SEM"")"
https://pubs.acs.org/doi/10.1021/acsabm.1c00525,Harnessing Fe(III)–Carboxylate Photochemistry for Radical-Initiated Polymerization in Hydrogels,Figure 2,c,FeIII, Scanning electron microscopy SEM image of the FeIII pectin/agarose hydrogel surface modified with 25% MMA solution using 405 nm LED 50 mW cm–2 for 2 h. ,"=HYPERLINK(""sem/10.1021_acsabm.1c00525\mt1c00525_0003.jpeg"",""sem/10.1021_acsabm.1c00525\mt1c00525_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsabm.1c00525\SEM"",""sem/10.1021_acsabm.1c00525\SEM"")"
https://pubs.acs.org/doi/10.1021/acsabm.1c00525,Harnessing Fe(III)–Carboxylate Photochemistry for Radical-Initiated Polymerization in Hydrogels,Figure 2,d,FeIII," Light microscope image of two FeIII pectin/agarose hydrogel cross sections, the top irradiated with 405 nm LED 50 mW–2 in 25% MMA for 2 h and bottom-placed in 25% MMA and stored in dark for 2 h.","=HYPERLINK(""sem/10.1021_acsabm.1c00525\mt1c00525_0003.jpeg"",""sem/10.1021_acsabm.1c00525\mt1c00525_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsabm.1c00525\SEM"",""sem/10.1021_acsabm.1c00525\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c03038,Dipeptide Self-assembled Hydrogels with Shear-Thinning and Instantaneous Self-healing Properties Determined by Peptide Sequences,S1.,Scanning electron microscopy SEM,"

Fmoc-FL, -YL, -LL -YA"," images of four Fmoc-dipeptide   Fmoc-FL, -YL, -LL and -YA hydrogels.","=HYPERLINK(""sem/10.1021_acsami.0c03038\supp_1.jpg"",""sem/10.1021_acsami.0c03038\supp_1.jpg"")","=HYPERLINK(""sem/10.1021_acsami.0c03038\SEM"",""sem/10.1021_acsami.0c03038\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c03038,Dipeptide Self-assembled Hydrogels with Shear-Thinning and Instantaneous Self-healing Properties Determined by Peptide Sequences,S2.,A,AFM," Atomic force microscopy AFM images; B Scanning electron   microscopy SEM images of four Fmoc-dipeptide hydrogels after injection   through 26-gauge needle immediately, no obvious changes were observed   except for Fmoc-FL compared with hydrogels before injection indicating   instantaneous recovery in local microscopic fiber level.","=HYPERLINK(""sem/10.1021_acsami.0c03038\supp_2.jpg"",""sem/10.1021_acsami.0c03038\supp_2.jpg"")","=HYPERLINK(""sem/10.1021_acsami.0c03038\SEM"",""sem/10.1021_acsami.0c03038\SEM"")"
https://pubs.acs.org/doi/10.1021/acsbiomaterials.1c00902,Screen Printing Tissue Models Using Chemically Cross-Linked Hydrogel Systems: A Simple Approach To Efficiently Make Highly Tunable Matrices,S8.,SEMs of different hydrogels synthesized using bifunctional PEG 4.6 kDa,"PLL 
110 kDa", and PLL  110 kDa by altering the ratios of free amines to succinimides.,"=HYPERLINK(""sem/10.1021_acsbiomaterials.1c00902\supp_11.jpg"",""sem/10.1021_acsbiomaterials.1c00902\supp_11.jpg"")","=HYPERLINK(""sem/10.1021_acsbiomaterials.1c00902\SEM"",""sem/10.1021_acsbiomaterials.1c00902\SEM"")"
https://pubs.acs.org/doi/10.1021/bm1000179,Dually Responsive Injectable Hydrogel Prepared by In Situ Cross-Linking of Glycol Chitosan and Benzaldehyde-Capped PEO-PPO-PEO,Figure 2,a,GC 3.3 OHC-PEO-PPO-PEO-CHO 6.2, a GC concentration of 3.3 wt % and OHC-PEO-PPO-PEO-CHO feed ratio of 6.2 mol % and ,"=HYPERLINK(""sem/10.1021_bm1000179\bm-2010-000179_0002.jpeg"",""sem/10.1021_bm1000179\bm-2010-000179_0002.jpeg"")","=HYPERLINK(""sem/10.1021_bm1000179\SEM"",""sem/10.1021_bm1000179\SEM"")"
https://pubs.acs.org/doi/10.1021/bm1000179,Dually Responsive Injectable Hydrogel Prepared by In Situ Cross-Linking of Glycol Chitosan and Benzaldehyde-Capped PEO-PPO-PEO,Figure 2,b,GC 3.3 OHC-PEO-PPO-PEO-CHO 1.8, a GC concentration of 3.3 wt % and OHC-PEO-PPO-PEO-CHO feed ratio of 1.8 mol %.,"=HYPERLINK(""sem/10.1021_bm1000179\bm-2010-000179_0002.jpeg"",""sem/10.1021_bm1000179\bm-2010-000179_0002.jpeg"")","=HYPERLINK(""sem/10.1021_bm1000179\SEM"",""sem/10.1021_bm1000179\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.biomac.0c01420,Quaternary Lipophilic Chitosan and Gelatin Cross-Linked Antibacterial Hydrogel Effectively Kills Multidrug-Resistant Bacteria with Minimal Toxicity toward Mammalian Cells,Figure 9,Membrane-active property of the antibacterial hydrogel QuaChiGel-3,MRSA ATCC 33591, against MRSA ATCC 33591 through ,"=HYPERLINK(""sem/10.1021_acs.biomac.0c01420\bm0c01420_0010.jpeg"",""sem/10.1021_acs.biomac.0c01420\bm0c01420_0010.jpeg"")","=HYPERLINK(""sem/10.1021_acs.biomac.0c01420\SEM"",""sem/10.1021_acs.biomac.0c01420\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.biomac.0c01420,Quaternary Lipophilic Chitosan and Gelatin Cross-Linked Antibacterial Hydrogel Effectively Kills Multidrug-Resistant Bacteria with Minimal Toxicity toward Mammalian Cells,Figure 9,A,1, scanning electron microscopic SEM images arrows indicate the damaged bacterial membrane; scale bar is 1 μm and ,"=HYPERLINK(""sem/10.1021_acs.biomac.0c01420\bm0c01420_0010.jpeg"",""sem/10.1021_acs.biomac.0c01420\bm0c01420_0010.jpeg"")","=HYPERLINK(""sem/10.1021_acs.biomac.0c01420\SEM"",""sem/10.1021_acs.biomac.0c01420\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.biomac.0c01420,Quaternary Lipophilic Chitosan and Gelatin Cross-Linked Antibacterial Hydrogel Effectively Kills Multidrug-Resistant Bacteria with Minimal Toxicity toward Mammalian Cells,Figure 9,B,Live/Dead 50, Live/Dead assay scale bar is 50 μm.,"=HYPERLINK(""sem/10.1021_acs.biomac.0c01420\bm0c01420_0010.jpeg"",""sem/10.1021_acs.biomac.0c01420\bm0c01420_0010.jpeg"")","=HYPERLINK(""sem/10.1021_acs.biomac.0c01420\SEM"",""sem/10.1021_acs.biomac.0c01420\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.macromol.1c00295,Self-Healable Antifreeze Hydrogel Based on Dense Quadruple Hydrogen Bonding,S9.,a,"ºC,","   slow cooling from the room temperature to –60 ºC, and followed by quenching into the liquid   nitrogen.","=HYPERLINK(""sem/10.1021_acs.macromol.1c00295\supp_15.jpg"",""sem/10.1021_acs.macromol.1c00295\supp_15.jpg"")","=HYPERLINK(""sem/10.1021_acs.macromol.1c00295\SEM"",""sem/10.1021_acs.macromol.1c00295\SEM"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07467,"Two-Dimensional Nanocellulose-Enhanced High-Strength, Self-Adhesive, and Strain-Sensitive Poly(acrylic acid) Hydrogels Fabricated by a Radical-Induced Strategy for a Skin Sensor",Figure 2,b,"Cel12/PAA-Fe2.503+,"," Cel12/PAA-Fe2.503+, ","=HYPERLINK(""sem/10.1021_acssuschemeng.9b07467\sc9b07467_0002.jpeg"",""sem/10.1021_acssuschemeng.9b07467\sc9b07467_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acssuschemeng.9b07467\SEM"",""sem/10.1021_acssuschemeng.9b07467\SEM"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07467,"Two-Dimensional Nanocellulose-Enhanced High-Strength, Self-Adhesive, and Strain-Sensitive Poly(acrylic acid) Hydrogels Fabricated by a Radical-Induced Strategy for a Skin Sensor",Figure 2,c,"Cel18/PAA-Fe2.503+,"," Cel18/PAA-Fe2.503+, and ","=HYPERLINK(""sem/10.1021_acssuschemeng.9b07467\sc9b07467_0002.jpeg"",""sem/10.1021_acssuschemeng.9b07467\sc9b07467_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acssuschemeng.9b07467\SEM"",""sem/10.1021_acssuschemeng.9b07467\SEM"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07467,"Two-Dimensional Nanocellulose-Enhanced High-Strength, Self-Adhesive, and Strain-Sensitive Poly(acrylic acid) Hydrogels Fabricated by a Radical-Induced Strategy for a Skin Sensor",Figure 2,d,Cel20/PAA-Fe2.503+, Cel20/PAA-Fe2.503+ hydrogels.,"=HYPERLINK(""sem/10.1021_acssuschemeng.9b07467\sc9b07467_0002.jpeg"",""sem/10.1021_acssuschemeng.9b07467\sc9b07467_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acssuschemeng.9b07467\SEM"",""sem/10.1021_acssuschemeng.9b07467\SEM"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07467,"Two-Dimensional Nanocellulose-Enhanced High-Strength, Self-Adhesive, and Strain-Sensitive Poly(acrylic acid) Hydrogels Fabricated by a Radical-Induced Strategy for a Skin Sensor","
S2 
 

Experimental Section 

Characterization  

For the atomic force microscope (AFM) measurement, the cellulose sample was 

dispersed in ethanol (0.02 wt %).","The morphology of cellulose samples and freeze-dried hydrogels was obtained 

by a field emission scanning electron microscope SEM, Hitachi S-4800",10 kV., at   acceleration voltage of 10 kV.,"=HYPERLINK(""sem/10.1021_acssuschemeng.9b07467\supp_1.jpg"",""sem/10.1021_acssuschemeng.9b07467\supp_1.jpg"")","=HYPERLINK(""sem/10.1021_acssuschemeng.9b07467\SEM"",""sem/10.1021_acssuschemeng.9b07467\SEM"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07467,"Two-Dimensional Nanocellulose-Enhanced High-Strength, Self-Adhesive, and Strain-Sensitive Poly(acrylic acid) Hydrogels Fabricated by a Radical-Induced Strategy for a Skin Sensor",S9.,a,"Cel20/PAA-Fe2.50
3+"," SEM images of Cel20/PAA-Fe2.50 3+  aerogel, the corresponding elemental distribution   map of C ","=HYPERLINK(""sem/10.1021_acssuschemeng.9b07467\supp_8.jpg"",""sem/10.1021_acssuschemeng.9b07467\supp_8.jpg"")","=HYPERLINK(""sem/10.1021_acssuschemeng.9b07467\SEM"",""sem/10.1021_acssuschemeng.9b07467\SEM"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.9b07467,"Two-Dimensional Nanocellulose-Enhanced High-Strength, Self-Adhesive, and Strain-Sensitive Poly(acrylic acid) Hydrogels Fabricated by a Radical-Induced Strategy for a Skin Sensor",S9.,d,"

S1: 

In Celn/PAA-Fe2.50
3+","      S1:   In order to characterize the internal structure of the Celn/PAA-Fe2.50 3+  hydrogel,   the water inside the hydrogel was dried in situ by freeze-drying to obtain   Celn/PAA- Fe2.50 3+  aerogel with different 2D CNSs content.","=HYPERLINK(""sem/10.1021_acssuschemeng.9b07467\supp_8.jpg"",""sem/10.1021_acssuschemeng.9b07467\supp_8.jpg"")","=HYPERLINK(""sem/10.1021_acssuschemeng.9b07467\SEM"",""sem/10.1021_acssuschemeng.9b07467\SEM"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.0c06258,"Ultrafast Self-Healing, Reusable, and Conductive Polysaccharide-Based Hydrogels for Sensitive Ionic Sensors",Figure 4,b,PVA," PVA hydrogel, and ","=HYPERLINK(""sem/10.1021_acssuschemeng.0c06258\sc0c06258_0005.jpeg"",""sem/10.1021_acssuschemeng.0c06258\sc0c06258_0005.jpeg"")","=HYPERLINK(""sem/10.1021_acssuschemeng.0c06258\SEM"",""sem/10.1021_acssuschemeng.0c06258\SEM"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.0c06258,"Ultrafast Self-Healing, Reusable, and Conductive Polysaccharide-Based Hydrogels for Sensitive Ionic Sensors",Figure 4,"c,d",SPB, SPB hydrogel.,"=HYPERLINK(""sem/10.1021_acssuschemeng.0c06258\sc0c06258_0005.jpeg"",""sem/10.1021_acssuschemeng.0c06258\sc0c06258_0005.jpeg"")","=HYPERLINK(""sem/10.1021_acssuschemeng.0c06258\SEM"",""sem/10.1021_acssuschemeng.0c06258\SEM"")"
https://pubs.acs.org/doi/10.1021/acsabm.9b00668,In Situ Forming and Reversibly Cross-Linkable Hydrogels Based on Copolypept(o)ides and Polysaccharides,Figure 6,A,3 CNC-free, gel 3 CNC-free hydrogel and ,"=HYPERLINK(""sem/10.1021_acsabm.9b00668\mt9b00668_0006.jpeg"",""sem/10.1021_acsabm.9b00668\mt9b00668_0006.jpeg"")","=HYPERLINK(""sem/10.1021_acsabm.9b00668\SEM"",""sem/10.1021_acsabm.9b00668\SEM"")"
https://pubs.acs.org/doi/10.1021/acsabm.9b00668,In Situ Forming and Reversibly Cross-Linkable Hydrogels Based on Copolypept(o)ides and Polysaccharides,Figure 6,B,6 NC, gel 6 NC hydrogel with 0.5 wt % CNCs.,"=HYPERLINK(""sem/10.1021_acsabm.9b00668\mt9b00668_0006.jpeg"",""sem/10.1021_acsabm.9b00668\mt9b00668_0006.jpeg"")","=HYPERLINK(""sem/10.1021_acsabm.9b00668\SEM"",""sem/10.1021_acsabm.9b00668\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c06853,Anisotropic Conductive Hydrogels with High Water Content,Figure 1,b–e,BC, SEM images of the lyophilized BC gels: ,"=HYPERLINK(""sem/10.1021_acsami.0c06853\am0c06853_0001.jpeg"",""sem/10.1021_acsami.0c06853\am0c06853_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c06853\SEM"",""sem/10.1021_acsami.0c06853\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c06853,Anisotropic Conductive Hydrogels with High Water Content,Figure 1,b,"BC,"," pure BC, ","=HYPERLINK(""sem/10.1021_acsami.0c06853\am0c06853_0001.jpeg"",""sem/10.1021_acsami.0c06853\am0c06853_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c06853\SEM"",""sem/10.1021_acsami.0c06853\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c06853,Anisotropic Conductive Hydrogels with High Water Content,Figure 1,c,"BC-g-PSS,"," BC-g-PSS, ","=HYPERLINK(""sem/10.1021_acsami.0c06853\am0c06853_0001.jpeg"",""sem/10.1021_acsami.0c06853\am0c06853_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c06853\SEM"",""sem/10.1021_acsami.0c06853\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c06853,Anisotropic Conductive Hydrogels with High Water Content,Figure 1,d,"BC-g-PSS/PEDOT,"," BC-g-PSS/PEDOT, and ","=HYPERLINK(""sem/10.1021_acsami.0c06853\am0c06853_0001.jpeg"",""sem/10.1021_acsami.0c06853\am0c06853_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c06853\SEM"",""sem/10.1021_acsami.0c06853\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c06853,Anisotropic Conductive Hydrogels with High Water Content,Figure 1,e,BC-PEDOT/PSS;, BC-PEDOT/PSS; the inset images are the photos of the corresponding hydrogels.,"=HYPERLINK(""sem/10.1021_acsami.0c06853\am0c06853_0001.jpeg"",""sem/10.1021_acsami.0c06853\am0c06853_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c06853\SEM"",""sem/10.1021_acsami.0c06853\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c06853,Anisotropic Conductive Hydrogels with High Water Content,Figure 4,"c, d",BC-g-PSS/PEDOT, Cross section of the BC-g-PSS/PEDOT hydrogel before ,"=HYPERLINK(""sem/10.1021_acsami.0c06853\am0c06853_0004.jpeg"",""sem/10.1021_acsami.0c06853\am0c06853_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c06853\SEM"",""sem/10.1021_acsami.0c06853\SEM"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.7b04172,Lignin-Containing Cellulose Nanofibril-Reinforced Polyvinyl Alcohol Hydrogels,Figure 3,Field-emission scanning electron microscopy FE-SEM,PVA, images of the fractured cross sections of pure PVA hydrogel ,"=HYPERLINK(""sem/10.1021_acssuschemeng.7b04172\sc-2017-04172r_0003.jpeg"",""sem/10.1021_acssuschemeng.7b04172\sc-2017-04172r_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acssuschemeng.7b04172\SEM"",""sem/10.1021_acssuschemeng.7b04172\SEM"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.7b04172,Lignin-Containing Cellulose Nanofibril-Reinforced Polyvinyl Alcohol Hydrogels,Figure 3,"a, a′",PVA, and PVA hydrogel reinforced by 2 wt % CNF ,"=HYPERLINK(""sem/10.1021_acssuschemeng.7b04172\sc-2017-04172r_0003.jpeg"",""sem/10.1021_acssuschemeng.7b04172\sc-2017-04172r_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acssuschemeng.7b04172\SEM"",""sem/10.1021_acssuschemeng.7b04172\SEM"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.7b04172,Lignin-Containing Cellulose Nanofibril-Reinforced Polyvinyl Alcohol Hydrogels,Figure 3,"b, b′",LCNF-lL,", LCNF-lL ","=HYPERLINK(""sem/10.1021_acssuschemeng.7b04172\sc-2017-04172r_0003.jpeg"",""sem/10.1021_acssuschemeng.7b04172\sc-2017-04172r_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acssuschemeng.7b04172\SEM"",""sem/10.1021_acssuschemeng.7b04172\SEM"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.7b04172,Lignin-Containing Cellulose Nanofibril-Reinforced Polyvinyl Alcohol Hydrogels,Figure 3,"c, c′",LCNF-hL,", and LCNF-hL ","=HYPERLINK(""sem/10.1021_acssuschemeng.7b04172\sc-2017-04172r_0003.jpeg"",""sem/10.1021_acssuschemeng.7b04172\sc-2017-04172r_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acssuschemeng.7b04172\SEM"",""sem/10.1021_acssuschemeng.7b04172\SEM"")"
https://pubs.acs.org/doi/10.1021/bm101192b,In Situ Gelable Interpenetrating Double Network Hydrogel Formulated from Binary Components: Thiolated Chitosan and Oxidized Dextran,Figure 4,"Cross-sectional SEM images of Odex/Chitosan-NAC hydrogel formulations Gels 3, 4, and 5",Chitosan-NAC, composed of Chitosan-NAC with different thiol contents and the hydrogel formed by self-cross-linking of Chitosan-NAC-4.,"=HYPERLINK(""sem/10.1021_bm101192b\bm-2010-01192b_0005.jpeg"",""sem/10.1021_bm101192b\bm-2010-01192b_0005.jpeg"")","=HYPERLINK(""sem/10.1021_bm101192b\SEM"",""sem/10.1021_bm101192b\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.8b14528,"Selective De-Cross-Linking of Transformable, Double-Network Hydrogels: Preparation, Structural Conversion, and Controlled Release",Figure 4,B,1NIPAM NIPAM, SEM images of 1NIPAM and the resulting NIPAM hydrogel after de-cross-linking at the same magnification.,"=HYPERLINK(""sem/10.1021_acsami.8b14528\am-2018-14528g_0004.jpeg"",""sem/10.1021_acsami.8b14528\am-2018-14528g_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.8b14528\SEM"",""sem/10.1021_acsami.8b14528\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.8b14528,"Selective De-Cross-Linking of Transformable, Double-Network Hydrogels: Preparation, Structural Conversion, and Controlled Release","
S2 

 

scale) and are referenced to the carbon resonances of the NMR solvent (CDCl3, δ 77.23 

ppm).","Micromorphology of dried hydrogels was observed using a Carl Zeiss SUPRA 

55VP scanning electron microscope SEM",2 kV., at an accelerating voltage of 2 kV.,"=HYPERLINK(""sem/10.1021_acsami.8b14528\supp_2.jpg"",""sem/10.1021_acsami.8b14528\supp_2.jpg"")","=HYPERLINK(""sem/10.1021_acsami.8b14528\SEM"",""sem/10.1021_acsami.8b14528\SEM"")"
