link,title,gel,modulus,sentence,measurement
https://pubs.acs.org/doi/10.1021/acsomega.0c02946,Sustained Release of Magnesium Ions Mediated by a Dynamic Mechanical Hydrogel to Enhance BMSC Proliferation and Differentiation,,compressive,"Figure 1. (A) Schematic illustration of the Mg2+-thiol coordinative hydrogel fabricated by blending 4-arm-PEG-SH with MgCl2, (B) photographs of the gelation process of the hydrogel, (C) FTIR spectra of PEG-SH and PEG-SH/Mg2+ samples, (D) compression stress–strain curves of PEG-SH, PEG-SH/Mg2+–1.0, and PEG-SH/Mg2+–2.0 hydrogels, and the corresponding cyclic compressive stress–strain curves at 60% strain.","=HYPERLINK(""sem/10.1021_acsomega.0c02946\ao0c02946_0002.jpeg"",""sem/10.1021_acsomega.0c02946\ao0c02946_0002.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsomega.0c02946,Sustained Release of Magnesium Ions Mediated by a Dynamic Mechanical Hydrogel to Enhance BMSC Proliferation and Differentiation,"2, ., PEG-SH, PEG-SH/Mg2+–1.0, PEG-SH/Mg2+–2.0, 2, 1, D, ., E, EDS, G, H, Mg2+, PEG-SH/Mg2+–1.0, PEG-SH/Mg2+–2.0, .","modulus, storage, shear","Figure 2. Rheological results of PEG-SH, PEG-SH/Mg2+–1.0, and PEG-SH/Mg2+–2.0 hydrogels: (A) time sweeping of storage modulus (G′) and loss modulus (G″) under a 50 mW/cm (2) UV irradiation, (B) frequency-dependent (at a strain of 1%) and (C) strain-dependent (ω = 6.28 rad/s) oscillatory shear, (D) measure of viscosity parameters in relation to time in seconds. The strain shearing rate alternated between 0.1% strain for 50 s and 100% strain for 25 s; (E) scanning electron microscopy (SEM) images of the cross-sectional interior structure of the hydrogels, (F) EDS analysis of samples, (G) swelling ratio and (H) degradation curves of resulting hydrogels in PBS solution at 37°C, and the (I) sustained release of Mg2+ from PEG-SH/Mg2+–1.0 and PEG-SH/Mg2+–2.0 hydrogel systems.","=HYPERLINK(""sem/10.1021_acsomega.0c02946\ao0c02946_0003.jpeg"",""sem/10.1021_acsomega.0c02946\ao0c02946_0003.jpeg"")"
https://pubs.acs.org/doi/10.1021/acs.langmuir.9b02799,"Importance of Polyacrylamide Hydrogel Diverse Chains and Cross-Linking Density for Cell Proliferation, Aging, and Death",,modulus,"Figure 3. Distribution of (a) adhesion and (b) Young’s modulus of Acr-27, Acr-50, and Acr-163.","=HYPERLINK(""sem/10.1021_acs.langmuir.9b02799\la9b02799_0003.jpeg"",""sem/10.1021_acs.langmuir.9b02799\la9b02799_0003.jpeg"")"
https://pubs.acs.org/doi/10.1021/acs.langmuir.9b02799,"Importance of Polyacrylamide Hydrogel Diverse Chains and Cross-Linking Density for Cell Proliferation, Aging, and Death","2, 2",modulus," was 2 kHz; deflection sensitivity was 64.97 nm/V; the radius and the half open angle   of the conical probe tip were 20.0 nm and 18o, respectively. The mapped area of the   hydrogel samples was 5 μm × 5 μm, and the number of independent indented points   was 512 × 512 same as the image pixels. And then we fitted the parameters of adhesion   and Young’s Modulus according to Gaussian distribution.  From the Gaussian distribution, we calculated the fitted adhesion and Young’s   Modulus. The adhesion of samples were in the order: Acr-163 &gt; Acr-27 &gt; Acr-50, and   the Young's modulus is in the order of Acr-163 &gt; Acr-27 &gt; Acr-50.  Table S1. Fitted parameters of Gaussian distribution for the adhesion and Young's  modulus of the samples.   Infrared Spectroscopy     Acr-50 hydrogel sample was dehydrated under an infrared lamp, and then the dried   Acr-50 hydrogel was embedded with potassium bromide (KBr) and tableted to a ∼100   nm thick film for further Infrared Spectroscopy. Infrared Spectra was acquired with   Nicolet Magna-IR 860 FTIR at 2 cm-1 resolution  Infrared Spectroscopy (IR) were used to examine the functional groups of   polymers constituting the Acr-50. According to the IR absorption, we viewed the   typical signals of amide groups and water. (Fig.S1) So the hydrogel is an excellent   water-wetting material and can provide amide groups for cell signaling.  Mechanical Parameters Samples No. p0 A μ σ Acr-163 0.01 4.25 8.58 1.53 Acr-50 0.02 2.83 2.19 0.93  Adhesion (nN)  Acr-27 0.02 0.94 2.83 0.83 Acr-163 0.02 48.71 179.37 27.63 Acr-50 0.00 58.65 85.73 27.55  Young’s Modulus  (kPa) Acr-27 0.01 46.7 145.91 45.09   ","=HYPERLINK(""sem/10.1021_acs.langmuir.9b02799\supp_1.jpg"",""sem/10.1021_acs.langmuir.9b02799\supp_1.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.biomac.0c01577,Hydrogel-Based Bioinks for Cell Electrowriting of Well-Organized Living Structures with Micrometer-Scale Resolution,,"modulus, storage",Figure 2. Physical–chemical properties of gelnor and silk fibroin bioink systems. (A) In situ photorheometry showing the storage modulus (G′) of the bioinks as a function of time. Hydrogel samples were irradiated with visible light 30 s after the experiment started. (B) Viscosity changes as a function of the bioinks’ PEO concentration. (C) Electrical conductivity of hydrogels as a function of both PEO and photoinitiator concentration. (D) Sol fraction as a function of Ru/SPS photoinitiator concentration.* indicates significant difference.,"=HYPERLINK(""sem/10.1021_acs.biomac.0c01577\bm0c01577_0003.jpeg"",""sem/10.1021_acs.biomac.0c01577\bm0c01577_0003.jpeg"")"
https://pubs.acs.org/doi/10.1021/acs.biomac.0c01577,Hydrogel-Based Bioinks for Cell Electrowriting of Well-Organized Living Structures with Micrometer-Scale Resolution,,modulus, 7  Supplementary Tables and Table Captions  Table S1: Summary of electrohydrodynamic techniques using polymer and hydrogel solutions.   Electrohydrodynamic technique characteristics Material system Cell characteristics Mechanical properties  System Fiber size (µm) Shape control Composition Cell encapsulation Cell type Viability (%) Young modulus (MPa)  Ref  SE 35 - 45 No Polyvinyl alcohol Yes hMSCs 1.3- fold cell increase over   28d (proliferation only)  NE 1  SE 10 - 30 No poly(dimethylsiloxane) Yes Astrocytes 67.7 NE 2  SE 0.3 – 0.5 No Alginate w/ Polyethylene Oxide Yes HUVECs 90 0.004 3  SE 10 No Alginate w/ Polyethylene Oxide Yes MSCs 60-80 0.07 4  SE NE No Matrigel Yes Cardiomyocytes 80 NE 5  SE NE No Matrigel Yes Mouse   Neuroblastoma  80 NE 6  SE 0.8-5 No Silkworm NE NE NE 750 7  SE 1.2-2.4 No Silkworm w/ Polyethylene Oxide No iPSC-MSCs NE 24-1864 8  SE 70-100 Limited Alginate w/ Polyethylene Oxide Yes Myoblasts 90 5 9  JW 120 Yes poly(ethylene glycol) and   poly(acrylic acid)  NE NE NE NE 10  JW 6-50 Yes poly(lactic-co-glycolic acid) No hMSCs NE NE 11  LEP 1-3 Limited Polyethylene Oxide Yes Bacteria NE NE 12  LEP 2-4 Limited Gelatin NE NE NE NE 13   ,"=HYPERLINK(""sem/10.1021_acs.biomac.0c01577\supp_6.jpg"",""sem/10.1021_acs.biomac.0c01577\supp_6.jpg"")"
https://pubs.acs.org/doi/10.1021/acsbiomaterials.6b00470,"Designing Porous Bone Tissue Engineering Scaffolds with Enhanced Mechanical Properties from Composite Hydrogels Composed of Modified Alginate, Gelatin, and Bioactive Glass","A, B, BG, ADA-GEL, BG, ADA-GEL",compressive,"S1. Representative compressive stress–strain curves of the five hydrogels-derived scaffolds. (A)   as prepared, and (B) after 28 days of incubation in SBF. BG containing ADA-GEL scaffolds possess   higher mechanical strength compared to the other hydrogels-based scaffolds. Loss of mechanical strength   of the BG containing ADA-GEL scaffolds over the incubation time is also lower than the other scaffolds.                                           ","=HYPERLINK(""sem/10.1021_acsbiomaterials.6b00470\supp_1.jpg"",""sem/10.1021_acsbiomaterials.6b00470\supp_1.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.0c08677,Mineralized Soft and Elastic Polymer Dot Hydrogel for a Flexible Self-Powered Electronic Skin Sensor,"PCLA, PCLA, PCLA, PCL, PCLA, PCLA, EIS, PCL, PCLA",tensile,"Figure 1. (a) Schematic structure of the PCLA hydrogel, (b) strain recovery of the PCLA hydrogel, (c) digital image shows that the PCLA hydrogel is highly stretchable, (d) tensile stress–strain curves of the PCL and PCLA hydrogel, (e) FE-SEM image of the freeze-dried PCLA hydrogel, and (f) EIS profiles of PCL and PCLA hydrogel.","=HYPERLINK(""sem/10.1021_acsami.0c08677\am0c08677_0001.jpeg"",""sem/10.1021_acsami.0c08677\am0c08677_0001.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsami.0c08677,Mineralized Soft and Elastic Polymer Dot Hydrogel for a Flexible Self-Powered Electronic Skin Sensor,PCL,tensile,"(50) The PCL hydrogel, which shows a weaker elastic region, that is, up to 49%, and a lower tensile modulus (4.57 kPa) compared to PCLA (5.86 kPa) (Figure S8), proves the effectiveness of incorporating an A-PD network to the hydrogel.",4.57kPa
https://pubs.acs.org/doi/10.1021/acsami.0c08677,Mineralized Soft and Elastic Polymer Dot Hydrogel for a Flexible Self-Powered Electronic Skin Sensor,PCLA,tensile,"(50) The PCL hydrogel, which shows a weaker elastic region, that is, up to 49%, and a lower tensile modulus (4.57 kPa) compared to PCLA (5.86 kPa) (Figure S8), proves the effectiveness of incorporating an A-PD network to the hydrogel.",5.86kPa
https://pubs.acs.org/doi/10.1021/acsami.0c08677,Mineralized Soft and Elastic Polymer Dot Hydrogel for a Flexible Self-Powered Electronic Skin Sensor,"A, I, C, S, A, A, C, E, A, A, E, P, I, S, A, C, P, S, S, PCLA",storage," S-3      The areal capacitance (CA, mF cm -2), energy density (EA, µWh cm  -2) and power density (PA, µW   cm-2) of the supercapacitor are evaluated from the GCD curve according to the following   equations respectively:   A  I t C  S V                (S3)   2  2 3.6  A A  C V E                (S4)   3600 A  A  E P  t              (S5)   where I, t, S and V are the current density, discharge time from GCD curves, electrode area and   potential range, respectively.   The overall photon to electrical conversion and storage efficiency (OPECSE) was calculated   using the equation:   21 2 A  in  C V OPECSE  P t S                  (S6)   Here CA is the average capacitance evaluated from the integrated device during the discharge   phase, V is the device voltage, Pin is the intensity of the incident light (100 mW cm -2), t is the   photo charging time and S is the active surface area of the solar cell.   The photovoltaic performance of the device was evaluated using the current density vs. voltage   (J-V) characteristics measured with a Keithley 2450 source meter unit under AM 1.5G   illumination of 100 mWcm-2 using a solar simulator.   Pressure and motion sensor fabrication and testing:   The PCLA hydrogel sandwiched between two integrated PANI electrode itself acts as a   capacitive pressure and strain sensor. The PANI electrodes are connected with copper wire to the   detector. The capacitive sensor was sealed with VHB tapes to prevent evaporation. The    ","=HYPERLINK(""sem/10.1021_acsami.0c08677\supp_2.jpg"",""sem/10.1021_acsami.0c08677\supp_2.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.0c08677,Mineralized Soft and Elastic Polymer Dot Hydrogel for a Flexible Self-Powered Electronic Skin Sensor,PCLA,"modulus, storage, tensile"," S-4      capacitive sensing measurements were obtained using a Wayne Kerr 4100 LCR meter at an AC   voltage of 1 V and a sweeping frequency of 1 kHz.   Characterization of the materials:   Field emission scanning electron microscopy (FE-SEM) images of the freeze-dried PCLA   hydrogel was recorded using a JEOL, JSM-6700F instrument. FTIR was carried out in   transmittance mode with a Nicolet iS10 spectrometer with a KBr palette. Raman spectroscopic   measurements were performed using JASCO NRS-3200 Laser Raman Spectrometer. The   rheological performance of the mineralized hydrogel was studied by a HAAKE MARS modular   advanced rheometer using 25 mm parallel-plate geometry. Dynamic frequency sweep was   evaluated from 0.01 to 100 Hz at 20 ºC in the oscillation mode with a fixed oscillatory strain of   1%. The recovery of strength of the mineralized hydrogel was evaluated by the recovery of   storage modulus (G') with performing strain sweeps from 1% to 300% and back to 1% at the   frequency of 1 Hz. All of the compression tests were performed on a tensile machine (Instron   5583, USA) at a deformation rate of 1 mm min-1 at 22 ºC. The tensile test was performed at a   speed of 10 mm min–1 using a universal tensile machine (Instron 5583, USA) with a 100 N load   cell. The hydrogel was sized into 15 mm width × 32 mm length × 2 mm rectangular shapes prior   to testing. The UV-Vis absorption spectra of the P3TAA and N-CD were recorded from their   solid films on quartz plate using, Optizen 2120 UV spectrophotometer. The PL spectra of the   solid films of P3TAA and P3TAA/N-CD mixture on a quartz plate was examined with a Scinco   FS2 Fluorescence spectrophotometer at the excitation wavelength of 403 nm.    ","=HYPERLINK(""sem/10.1021_acsami.0c08677\supp_3.jpg"",""sem/10.1021_acsami.0c08677\supp_3.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.0c08677,Mineralized Soft and Elastic Polymer Dot Hydrogel for a Flexible Self-Powered Electronic Skin Sensor,"PCL, PCLA","moduli, storage",S6. Frequency dependencies of the storage (G′) and loss (G″) moduli of the PCL and   PCLA.       ,"=HYPERLINK(""sem/10.1021_acsami.0c08677\supp_10.jpg"",""sem/10.1021_acsami.0c08677\supp_10.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.0c08677,Mineralized Soft and Elastic Polymer Dot Hydrogel for a Flexible Self-Powered Electronic Skin Sensor,"PCL, PCLA, PCL, PCLA","modulus, tensile",S8. The tensile stress-strain curves of the PCL and PCLA hydrogel in the strain ranges of   0-120% showing the tensile modulus of 4.57 kPa for PCL and 5.86 kPa for PCLA hydrogel.   ,"=HYPERLINK(""sem/10.1021_acsami.0c08677\supp_12.jpg"",""sem/10.1021_acsami.0c08677\supp_12.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,,shear,"Figure 2. (a) Performances of HLP cross-linked hydrogels, including stretching with a hole, lifting a steel block, and stabbing with a scissor. (b) Stress–strain curves of HLP cross-linked hydrogels with different LMA and HLP contents. (c) Tensile loading–unloading cycle curves of the hydrogels with different LMA and HLP contents. (d) Continuous loading–unloading tests with strain ranging from 100 to 500% without resting intervals. (e) Loading–unloading tests at different stretching speeds. (f) Recovery performance of HLP cross-linked hydrogels after different resting times. (g) Antifatigue property of HLP cross-linked hydrogels before and after recovery. (h) Cyclic shear strain measurement of the HLP cross-linked hydrogel. (i) Dynamic alternating strain–time sweep measurement of HLP cross-linked hydrogels.","=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\cm9b03919_0002.jpeg"",""sem/10.1021_acs.chemmater.9b03919\cm9b03919_0002.jpeg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,,compressive,Figure 5. (a) Treading by a volunteer. (b) Photographs of changes in brightness of the LED light before and after the finger pressed the hydrogel. (c) Recorded resistance–pressure curve of a hydrogel pressure sensor. (d) Five compressing and releasing cycle tests of a hydrogel pressure sensor in the pressure range of 3–25 kPa. (e) Variation of the resistance of a hydrogel pressure sensor at a pressure of 25 kPa at different speeds. (f) Response time and recovery time of a hydrogel pressure sensor. (g) Fifty compressive cycles at a maximum pressure of 8 kPa.,"=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\cm9b03919_0005.jpeg"",""sem/10.1021_acs.chemmater.9b03919\cm9b03919_0005.jpeg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,,"modulus, tensile, elastic"," shell HLPs, the laser light-scattering angle was set to 90. The samples of SiO2   particles and HLPs were diluted with deionized water to 1 mg/mL. For the DLS   measurement of LMA-aggregated HLPs, 355 L of HLPs and 296 L of LMA were   added to 30 mL of SDS(0.7g)/LiCl(1.69g) aqueous solution and stirred for 2 h. The   resulting mixed solution was diluted with deionized water to 1 mg/mL.      Morphological observation of particles    In order to observe the structure of the SiO2 particles and SiO2-g-PBA core–shell   HLPs, a transmission electron microscope (TEM) (JEOL 1210, Japan) was used at an   accelerating voltage of 100 kV. The samples were prepared by diluting the SiO2   particles and HLPs in water to 1 mg/mL. The diluted sample was then placed in a   carbon coated copper grid and dried at room temperature for observation.   Tensile test   The uniaxial tensile tests were performed with a tensile tester (SHIMADZU, model   AGS-X, 100N, Japan). All hydrogels were cut into a dumbbell shape with a length of   30 mm, a gauge length of 12 mm, a width of 4 mm, and a thickness of 3 mm. All   tensile tests were performed at a constant tensile speed of 100 mm/min at room   temperature. The elastic modulus was calculated from the slope of the stress–strain   curves (=5–20%). The fracture energy (toughness) was calculated by integrating the   area of stress−strain curves. The dissipated energy (hysteresis) was defined by the   area of tensile loading–unloading curves.    Compression test    ","=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\supp_2.jpg"",""sem/10.1021_acs.chemmater.9b03919\supp_2.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,,"tensile, elastic"," Cylindrical hydrogel samples with a diameter of 20 mm and a height of 15 mm were   performed with a compression tester (SHIMADZU, model AGS-X, 100N, Japan). The   compression speed during tests was constant at 10 mm/min.    Rheological measurement    Rheological measurements were performed on a rheometer (Anton Paar, Physica   MCR 301). To measure the interaction between HLPs and PLMA, the HLPs   cross- linked hydrogels with 85 wt% (56.7 mL) H2O was prepared. Then, the strain   sweep was conducted to determine the gel-sol transition point of hydrogels at strain   ranging from 0.01% to 1000%. The frequency sweep tests were performed in the   linear regime for all the samples at frequency from 0.1 rad/s to 100 rad/s. In addition,   the stress relaxation measurements were performed with a constant strain of 10%.   To assess the self- recovery property, the small strain of 0.5% for maintaining 200 s   and the large strains of 300% for maintaining 100 s were alternatively applied on   hydrogels with 75 wt% (30 mL) H2O. In addition, the dynamic strain sweep from 0.1   to 1000% was first performed at a constant frequency of 10 rad/s. Then frequency   sweep was performed at a strain amplitude of 0.5% under a constant frequency of 10   rad/s within the linear viscoelastic regime.   Sensing performance and human motion detection   The sensing performances were measured by coordination of a tensile tester   (SHIMADZU, model AGS-X, 100N, Japan) and a multi-meter (OWON B35T, with   bluetooth and data logging function)). As hydrogel samples were stretched and   compressed, their real-time resistance variations were recorded with the multi-meter.    ","=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\supp_3.jpg"",""sem/10.1021_acs.chemmater.9b03919\supp_3.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,"HLPs, HLPs, HLPs, HLPs","rheology, modulus, shear","S5. The dynamic rheology behavior of hydrogels: (a) Storage modulus G’   (solid symbols), loss modulus G’’ (hollow symbols) of hydrogels as a function of   shear strain from 0.01 to 1000%; (b) Storage modulus G’ (solid symbols), loss   modulus G’’ (hollow symbols) of hydrogels as a function of frequency from 0.1 to   100 rad/s. The stress relaxation behavior of hydrogels: (c) The stress relaxation   behavior of hydrogels with and without HLPs as cross- linking centers; (d) The stress   relaxation behavior of HLPs cross-linked hydrogels with different HLPs content.      The dynamic rheology behavior of HLPs cross- linked hydrogels was conducted to   assess the relationship between microstructure and macroscopic mechanical behavior.    As shown in ","=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\supp_10.jpg"",""sem/10.1021_acs.chemmater.9b03919\supp_10.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,,storage,"S5a, in the linear region (less than critical strain), the storage    ","=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\supp_10.jpg"",""sem/10.1021_acs.chemmater.9b03919\supp_10.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,"HLPs, HLPs","modulus, elastic, shear"," modulus (G’) was always higher than the loss modulus (G’’), indicating the   strain-dependent viscoelastic response. However, when the shear strain further   increased to exceed the critical strain, G’ decreased gradually while G’’ increased.   When G’’ exceeded G’, it indicated the transition behavior from solid (gel) to liquid   (viscous fluid). Moreover, the critical strain of the hydrogels with and without HLPs   was 0.64 % and 10%, respectively. This apparent difference in critical strain   demonstrated that the cross- linking density of the hydrogel was significant increased   after the addition of HLPs. 2  The high cross- linking density resulted in the high elastic   modulus of the hydrogel network. These results were in accordance with the result of   elastic modulus obtained from the stress-strain curves. The frequency dependence of   G’ and G’’ was also measured, as shown in ","=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\supp_11.jpg"",""sem/10.1021_acs.chemmater.9b03919\supp_11.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,"HLPs, HLPs, HLPs, HLPs, HLPs, s",elastic,"S5b. For both hydrogels, G’ was   much higher than G’’ at high frequency, indicating strong dependence of G’ and G’’   on frequency, which was characteristic of viscoelastic materials. Besides, G’ and G’’   of HLPs cross-linked hydrogel were always higher than that of hydrogel without   HLPs, indicating that the addition of HLPs as crosslinking centers significantly   enhanced the performance of the hydrogel.   To further investigate the cross-linking network structure of HLPs cross-linked   hydrogels, the stress relaxation measurements were performed with a constant strain   of 10%. The interaction mechanism of HLPs and PLMA in the hydrogel could be   reasonably analyzed from the results of the characteristic relaxation time. In general,    viscoelastic polymers follow Kohlrausch’s stretched-exponential relaxation model (Eq.   1). 3,4,5      ","=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\supp_11.jpg"",""sem/10.1021_acs.chemmater.9b03919\supp_11.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,,modulus," G(t) = G(0)exp [-(t/)]             Eq.1   where G(t), G(0) and  denoted the relaxation modulus, the plateau modulus and   the relaxation time of hydrogel over time    As shown in ","=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\supp_12.jpg"",""sem/10.1021_acs.chemmater.9b03919\supp_12.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,"HLPs, HLPs","modulus, tensile, elastic",S6. The effect of different LMA content on the tensile properties of hydrogels.   (a) Stress-strain curves of HLPs cross-linked hydrogels with different LMA content;   (b) Corresponding elastic modulus and toughness from (a).   The effect of different hydrophobic monomer (LMA) content on the mechanical   properties of the biomimetic HLPs cross- linked hydrogels were investigated. As   shown in ,"=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\supp_13.jpg"",""sem/10.1021_acs.chemmater.9b03919\supp_13.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,HLPs,"modulus, tensile, elastic","S6a and S6b, the tensile properties of hydrogel gradually enhanced   with the increasing of LMA content. When the LMA content increased to 1.25 mol%,   the fracture strength, elastic modulus and toughness enhanced to 1.55 MPa, 0.06 MPa   and 9 MJ/m3, respectively (Table S2).       Table S2. Influence of LMA contents on tensile properties of HLPs cross-linked   hydrogels.   LMA Content   (mol% to AAm)   Elastic Modulus   (kPa)   Fracture Stress   (MPa)   Fracture Strain   (%)   Toughness   (MJ/m 3 )   0.00   0.25   0.50   0.75   1.00   1.25   15.3  2.23   46.2  3.25   49.5  2.02   54.1  3.52   57.3  6.02   63.6  4.58   0.04  0.003   0.74  0.052   1.06  0.293   1.19  0.324   1.37  0.507   1.52  0.542   3236  315.1   2649  275.2   2352  284.2   2161  257.5   2068  206.4   1792  152.3   0.24  0.034   5.45  0.212   7.83  0.421   7.96  0.352   8.66  0.652   8.99  0.702        ","=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\supp_13.jpg"",""sem/10.1021_acs.chemmater.9b03919\supp_13.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,"HLPs, HLPs, HLPs, HLPs","modulus, tensile, elastic","S7. The effect of different HLPs content on the tensile properties of hydrogels.   (a) Stress-strain curves of HLPs cross- linked hydrogels with different HLPs content;   (b) Corresponding elastic modulus and toughness from (a).      Subsequently, the tensile properties of hydrogels with varying HLPs content were   also investigated, the stress–strain curves were shown in ","=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\supp_14.jpg"",""sem/10.1021_acs.chemmater.9b03919\supp_14.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,"HLPs, HLPs, HLPs, HLPs, HLPs, HLPs",tensile,"S7a. The tensile   strength increased with increasing HLPs content from 0 to 0.75 wt%, and then   decreased at HLPs content was 1.0 wt%. It was because that the increasing content of   HLPs as cross- linking centers leaded to an increase in the cross-linking density of   hydrogels. When the HLPs cross-linked hydrogel was subjected to an external force,   more cross- linking centers participated in resisting external forces, thereby improving   the tensile properties of hydrogel. However, when the HLPs content further increased   to 1.0 wt%, an excessive cross- linking network resulted in a decrease in tensile   properties of HLPs cross-linked hydrogel (Table S3).                ","=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\supp_14.jpg"",""sem/10.1021_acs.chemmater.9b03919\supp_14.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,"HLPs, HLPs, HLPs",tensile,    Table S3. Influence of HLPs contents on tensile properties of HLPs cross-linked   hydrogels.   HLPs Content   (wt% to AAm)   Elastic Modulus   (kPa)   Fracture Stress   (MPa)   Fracture Strain   (%)   Toughness   (MJ/m 3 )   0.00   0.25   0.50   0.75   1.00   30.0  2.35   41.3  2.31   46.5  3.45   53.4  3.25   63.3  5.36   0.84  0.072   1.05  0.154   1.18  0.273   1.36  0.464   1.19  0.346   2692  312.1   2354  297.5   2273  143.5   2058  207.8   1749  152.6   5.42  0.354   6.53  0.152   8.15  0.425   8.66  0.385   7.89  0.102              ,"=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\supp_15.jpg"",""sem/10.1021_acs.chemmater.9b03919\supp_15.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,HLPs,"rheology, modulus, elastic, shear","S10. (a) Storage modulus G’ (solid symbols), loss modulus G’’ (hollow   symbols) of hydrogels as a function of shear strain from 0.01 to 1000%; (b) Storage   modulus G’ (solid symbols), loss modulus G’’ (hollow symbols) of hydrogels as a   function of frequency from 0.1 to 100 rad/s.      The dynamic rheology behavior of HLPs cross- linked hydrogels was conducted to   determine the linear region (less than critical strain) of hydrogels. The hydrogels   exhibited strain-dependent viscoelastic response and frequency dependence (","=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\supp_18.jpg"",""sem/10.1021_acs.chemmater.9b03919\supp_18.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.chemmater.9b03919,Bioinspired Dynamic Cross-Linking Hydrogel Sensors with Skin-like Strain and Pressure Sensing Behaviors,"HLPs, HLPs, HLPs, HLPs","tensile, elastic","  S10), which were characteristic of viscoelastic materials. And, G’ and G’’ of HLPs   cross- linked hydrogel with 0.75 wt% of HLPs were always higher than that of   hydrogel without HLPs, which were in accordance with tensile measurement results,   indicating that the addition of HLPs significantly enhanced the performance of the   hydrogel.  According to the results of the rheological measurement, a small strain of   0.5% in the linear viscoelastic region and a large strain of 300% exceeding the gel-sol   point (the internal cross-linked network of hydrogel in this region was destroyed)   were determined to alternately apply to the hydrogels for testing their recovery   property.    ","=HYPERLINK(""sem/10.1021_acs.chemmater.9b03919\supp_18.jpg"",""sem/10.1021_acs.chemmater.9b03919\supp_18.jpg"")"
